id,city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,city_id
1650,Plaisance,Plaisance,QC,Quebec,45.6167,-75.1167,1088,30.1,America/Montreal,3,J0V,1651
1651,Roxton-Sud,Roxton-Sud,QC,Quebec,45.5521,-72.5265,1086,7.3,America/Montreal,4,J0H,1652
1652,St. Louis No. 431,St. Louis No. 431,SK,Saskatchewan,52.8277,-105.7873,1086,1.4,America/Regina,4,S0J S0K,1653
1653,Youbou,Youbou,BC,British Columbia,48.8562,-124.1731,1086,122.8,America/Vancouver,4,V0R,1654
1654,Duchess,Duchess,AB,Alberta,50.7333,-111.9,1085,553.4,America/Edmonton,3,T0J,1655
1655,Saint-Frédéric,Saint-Frederic,QC,Quebec,46.3,-70.9667,1085,14.9,America/Montreal,4,G0N,1656
1656,Viking,Viking,AB,Alberta,53.0953,-111.7769,1083,292.5,America/Edmonton,3,T0B,1657
1657,Sioux Narrows-Nestor Falls,Sioux Narrows-Nestor Falls,ON,Ontario,49.4,-94.08,1082,0.5,America/Winnipeg,3,P0X,1658
1658,Whitecourt,Whitecourt,AB,Alberta,54.1417,-115.6833,1082,386,America/Edmonton,3,T7S,1659
1659,Repulse Bay,Repulse Bay,NU,Nunavut,66.5628,-86.3186,1082,2.6,America/Rankin_Inlet,4,X0C,1660
1660,Montréal-Est,Montreal-Est,QC,Quebec,45.63,-73.52,1082,299.4,America/Montreal,3,H1L H1B,1661
1661,King,King,ON,Ontario,44.0463,-79.6044,1082,73.6,America/Toronto,3,L7B L0G L3Y,1662
1662,Regina Beach,Regina Beach,SK,Saskatchewan,50.79,-104.99,1081,462.4,America/Regina,3,S0G,1663
1663,Saint-Patrice-de-Beaurivage,Saint-Patrice-de-Beaurivage,QC,Quebec,46.4167,-71.2333,1080,12.6,America/Montreal,4,G0S,1664
1664,Ootischenia,Ootischenia,BC,British Columbia,49.2916,-117.6323,1080,135.4,America/Vancouver,4,V1N,1665
1665,Hensall,Hensall,ON,Ontario,43.4345,-81.504,1078,569,America/Toronto,3,N0M,1666
1666,Bentley,Bentley,AB,Alberta,52.4667,-114.05,1078,482.2,America/Edmonton,3,T0C,1667
1667,Durham,Durham,NB,New Brunswick,47.7631,-66.0849,1076,2.6,America/Moncton,4,E8G,1668
1668,Sainte-Marthe,Sainte-Marthe,QC,Quebec,45.4,-74.3,1075,13.5,America/Montreal,3,J0P,1669
1669,Notre-Dame-du-Nord,Notre-Dame-du-Nord,QC,Quebec,47.6,-79.4833,1075,14.3,America/Montreal,3,J0Z,1670
1670,Pinehouse,Pinehouse,SK,Saskatchewan,55.5136,-106.5986,1074,142.9,America/Regina,3,S0J,1671
1671,Saint-Aimé-des-Lacs,Saint-Aime-des-Lacs,QC,Quebec,47.6833,-70.3,1073,11.6,America/Montreal,4,G0T,1672
1672,Lac-Drolet,Lac-Drolet,QC,Quebec,45.72,-70.85,1071,8.6,America/Montreal,4,G0Y,1673
1673,Preeceville,Preeceville,SK,Saskatchewan,51.958,-102.6673,1070,0.7,America/Regina,3,S0A,1674
1674,Maple Creek No. 111,Maple Creek No. 111,SK,Saskatchewan,49.8044,-109.6508,1068,0.3,America/Regina,4,S0N,1675
1675,Harbour Main-Chapel's Cove-Lakeview,Harbour Main-Chapel's Cove-Lakeview,NL,Newfoundland and Labrador,47.4337,-53.1458,1067,50.6,America/St_Johns,3,A0A,1676
1676,Saint-Wenceslas,Saint-Wenceslas,QC,Quebec,46.1667,-72.3333,1064,13.3,America/Montreal,4,G0Z,1677
1677,Weyburn No. 67,Weyburn No. 67,SK,Saskatchewan,49.6535,-103.8348,1064,1.3,America/Regina,4,S0C,1678
1678,Birch Hills,Birch Hills,SK,Saskatchewan,52.9833,-105.4333,1064,468.4,America/Regina,3,S0J,1679
1679,Wedgeport,Wedgeport,NS,Nova Scotia,43.7323,-65.9797,1061,109.3,America/Halifax,4,B0W,1680
1680,Kerrobert,Kerrobert,SK,Saskatchewan,51.92,-109.1272,1061,141.7,America/Regina,3,S0L,1681
1681,Havelock,Havelock,NB,New Brunswick,45.9523,-65.3885,1061,3,America/Moncton,4,E4Z,1682
1682,Eston,Eston,SK,Saskatchewan,51.15,-108.75,1061,390.3,America/Regina,3,S0L,1683
1683,Sainte-Geneviève-de-Batiscan,Sainte-Genevieve-de-Batiscan,QC,Quebec,46.5333,-72.3333,1060,10.8,America/Montreal,3,G0X,1684
1684,Saint-Justin,Saint-Justin,QC,Quebec,46.25,-73.0833,1060,13.5,America/Montreal,4,J0K,1685
1685,Saint-Norbert,Saint-Norbert,QC,Quebec,46.1667,-73.3167,1059,14.1,America/Montreal,3,J0K,1686
1686,Schreiber,Schreiber,ON,Ontario,48.8167,-87.2667,1059,28.8,America/Toronto,3,P0T,1687
1687,Trochu,Trochu,AB,Alberta,51.8236,-113.2328,1058,381.1,America/Edmonton,3,T0M,1688
1688,Botsford,Botsford,NB,New Brunswick,46.1145,-63.9804,1058,3.5,America/Moncton,4,E4M,1689
1689,Riviere-Ouelle,Riviere-Ouelle,QC,Quebec,47.4333,-70.0167,1058,18.6,America/Montreal,3,G0L,1690
1690,Greenwich,Greenwich,NB,New Brunswick,45.5112,-66.1229,1058,9.2,America/Moncton,4,E5M,1691
1691,Stukely-Sud,Stukely-Sud,QC,Quebec,45.3167,-72.4167,1058,15.8,America/Montreal,4,J0E,1692
1692,Saint-Georges-de-Clarenceville,Saint-Georges-de-Clarenceville,QC,Quebec,45.0667,-73.25,1056,16.6,America/Montreal,3,J0J,1693
1693,Sainte-Thérèse-de-Gaspé,Sainte-Therese-de-Gaspe,QC,Quebec,48.4167,-64.4167,1055,31.5,America/Montreal,3,G0C,1694
1694,Beachburg,Beachburg,ON,Ontario,45.7303,-76.8559,1054,242.8,America/Toronto,3,K0J,1695
1695,Desbiens,Desbiens,QC,Quebec,48.4167,-71.95,1053,101.1,America/Montreal,4,G0W,1696
1696,Clyde River,Clyde River,NU,Nunavut,70.4632,-68.4822,1053,9.9,America/Iqaluit,4,X0A,1697
1697,La Macaza,La Macaza,QC,Quebec,46.3667,-74.7667,1053,6.5,America/Montreal,3,J0T,1698
1698,Souris,Souris,PE,Prince Edward Island,46.3554,-62.2542,1053,303.7,America/Halifax,3,C0A,1699
1699,Kindersley No. 290,Kindersley No. 290,SK,Saskatchewan,51.4894,-109.0979,1049,0.5,America/Regina,4,S0L,1700
1700,Laird,Laird,ON,Ontario,46.3833,-84.0667,1047,10.2,America/Detroit,4,P0S,1701
1701,Falher,Falher,AB,Alberta,55.7372,-117.2014,1047,376.4,America/Edmonton,3,T0H,1702
1702,Saint-Vallier,Saint-Vallier,QC,Quebec,46.8833,-70.8167,1046,23.4,America/Montreal,3,G0R,1703
1703,Coleraine,Coleraine,QC,Quebec,45.9649,-71.3734,1043,249.9,America/Montreal,3,G0N,1704
1704,Melita,Melita,MB,Manitoba,49.2681,-100.9958,1042,342.7,America/Winnipeg,3,R0M,1705
1705,Noonan,Noonan,NB,New Brunswick,45.9544,-66.4868,1042,13.7,America/Moncton,4,E3A,1706
1706,Sainte-Pétronille,Sainte-Petronille,QC,Quebec,46.85,-71.1333,1041,227.2,America/Montreal,3,G0A,1707
1707,Delisle,Delisle,SK,Saskatchewan,51.9254,-107.1333,1038,310.2,America/Regina,3,S0L,1708
1708,Bristol,Bristol,QC,Quebec,45.5333,-76.4667,1036,5,America/Montreal,3,J0X,1709
1709,Mahone Bay,Mahone Bay,NS,Nova Scotia,44.4489,-64.3819,1036,332.1,America/Halifax,3,B0J,1710
1710,Waldheim,Waldheim,SK,Saskatchewan,52.65,-106.6167,1035,525.5,America/Regina,3,S0K,1711
1711,Saint-Sylvestre,Saint-Sylvestre,QC,Quebec,46.3667,-71.2333,1035,7.1,America/Montreal,3,G0S,1712
1712,Taloyoak,Taloyoak,NU,Nunavut,69.5554,-93.4972,1029,27.3,America/Cambridge_Bay,4,X0B,1713
1713,Onoway,Onoway,AB,Alberta,53.7011,-114.1981,1029,310.3,America/Edmonton,3,T0E,1714
1714,Saint-Stanislas,Saint-Stanislas,QC,Quebec,46.6167,-72.4,1029,11.5,America/Montreal,3,G0X,1715
1715,Malpeque,Malpeque,PE,Prince Edward Island,46.5,-63.6667,1029,8.1,America/Halifax,3,C0B,1716
1716,Plantagenet,Plantagenet,ON,Ontario,45.5321,-74.9956,1027,260.5,America/Toronto,3,K0B,1717
1717,Longue-Rive,Longue-Rive,QC,Quebec,48.55,-69.25,1026,3.3,America/Montreal,3,G0T,1718
1718,Argyle,Argyle,MB,Manitoba,49.3697,-99.1506,1025,1.3,America/Winnipeg,4,R0K,1719
1719,Davidson,Davidson,SK,Saskatchewan,51.2667,-105.9667,1025,228.4,America/Regina,3,S0G,1720
1720,Plaster Rock,Plaster Rock,NB,New Brunswick,46.8833,-67.3833,1023,336.1,America/Moncton,3,E7G,1721
1721,Wilmot,Wilmot,NB,New Brunswick,46.3463,-67.7099,1022,5.3,America/Moncton,4,E7K,1722
1722,Valemount,Valemount,BC,British Columbia,52.8284,-119.2659,1021,197.6,America/Vancouver,4,V0E,1723
1723,Saint-Léonard-de-Portneuf,Saint-Leonard-de-Portneuf,QC,Quebec,46.8833,-71.9167,1019,7.2,America/Montreal,4,G0A,1724
1724,Alberta Beach,Alberta Beach,AB,Alberta,53.6767,-114.35,1018,507.1,America/Edmonton,3,T0E,1725
1725,Saint-Narcisse-de-Rimouski,Saint-Narcisse-de-Rimouski,QC,Quebec,48.28,-68.43,1017,6.2,America/Montreal,4,G0K,1726
1726,Saint-Bonaventure,Saint-Bonaventure,QC,Quebec,45.9667,-72.6833,1017,12.9,America/Montreal,4,J0C,1727
1727,Longlaketon No. 219,Longlaketon No. 219,SK,Saskatchewan,50.9386,-104.6913,1016,1,America/Regina,4,S0G,1728
1728,Papineau-Cameron,Papineau-Cameron,ON,Ontario,46.3,-78.7333,1016,1.8,America/Toronto,4,P0H,1729
1729,Assiginack,Assiginack,ON,Ontario,45.7333,-81.8,1013,4.5,America/Toronto,3,P0P,1730
1730,Brébeuf,Brebeuf,QC,Quebec,46.0667,-74.6667,1012,27.9,America/Montreal,4,J0T,1731
1731,Hudson Hope,Hudson Hope,BC,British Columbia,56.0316,-121.9057,1012,1.1,America/Dawson_Creek,3,V0C,1732
1732,Prince,Prince,ON,Ontario,46.5333,-84.5,1010,11.8,America/Toronto,3,P6A,1733
1733,Baie-du-Febvre,Baie-du-Febvre,QC,Quebec,46.13,-72.72,1010,10.4,America/Montreal,3,J0G,1734
1734,Durham-Sud,Durham-Sud,QC,Quebec,45.6667,-72.3333,1008,10.8,America/Montreal,4,J0H,1735
1735,Melbourne,Melbourne,QC,Quebec,45.58,-72.17,1004,5.8,America/Montreal,3,J0B,1736
1736,Nipawin No. 487,Nipawin No. 487,SK,Saskatchewan,53.2881,-104.0544,1004,1.1,America/Regina,4,S0E,1737
1737,Duck Lake No. 463,Duck Lake No. 463,SK,Saskatchewan,52.9596,-106.2089,1004,1,America/Regina,4,S0K S6V,1738
1738,Oyen,Oyen,AB,Alberta,51.3522,-110.4739,1001,189.6,America/Edmonton,3,T0J,1124000494
